pkSeqID,stime,flgs,flgs_number,proto,proto_number,saddr,sport,daddr,dport,pkts,bytes,state,state_number,ltime,seq,dur,mean,stddev,sum,min,max,spkts,dpkts,sbytes,dbytes,rate,srate,drate,TnBPSrcIP,TnBPDstIP,TnP_PSrcIP,TnP_PDstIP,TnP_PerProto,TnP_Per_Dport,AR_P_Proto_P_SrcIP,AR_P_Proto_P_DstIP,N_IN_Conn_P_DstIP,N_IN_Conn_P_SrcIP,AR_P_Proto_P_Sport,AR_P_Proto_P_Dport,Pkts_P_State_P_Protocol_P_DestIP,Pkts_P_State_P_Protocol_P_SrcIP,attack,category,subcategory
3577333,1526351821,e,1,udp,3,192.168.100.3,57683,205.251.193.2,53,2,359,CON,2,1526351821,3760,0.314735,0.314735,0,0.314735,0.314735,0.314735,1,1,111,248,3.177276,0,0,48697,718,190,4,142,122,9.49326,6.52255,2,74,6.35455,9.49326,4,122,0,Normal,Normal
3577334,1526351821,e,1,udp,3,192.168.100.3,27332,192.41.162.30,53,2,936,CON,2,1526351822,3764,0.169148,0.169148,0,0.169148,0.169148,0.169148,1,1,91,845,5.911983,0,0,48697,3746,190,8,142,122,9.49326,11.8287,4,74,11.824,9.49326,8,122,0,Normal,Normal
3577335,1526351821,e,1,udp,3,192.168.100.3,40306,192.41.162.30,53,2,936,CON,2,1526351822,3765,0.169052,0.169052,0,0.169052,0.169052,0.169052,1,1,91,845,5.915339,0,0,48697,3746,190,8,142,122,9.49326,11.8287,4,74,11.8307,9.49326,8,122,0,Normal,Normal
3577336,1526351821,e,1,udp,3,192.168.100.3,8333,199.19.56.1,53,2,947,CON,2,1526351822,3766,0.258123,0.258123,0,0.258123,0.258123,0.258123,1,1,92,855,3.874122,0,0,48697,1894,190,4,142,122,9.49326,7.7518,2,74,7.74824,9.49326,4,122,0,Normal,Normal
3577337,1526351821,e,1,udp,3,192.168.100.3,20916,199.19.56.1,53,2,947,CON,2,1526351822,3767,0.257886,0.257886,0,0.257886,0.257886,0.257886,1,1,92,855,3.877682,0,0,48697,1894,190,4,142,122,9.49326,7.7518,2,74,7.75536,9.49326,4,122,0,Normal,Normal
3577338,1526351822,e,1,udp,3,192.168.100.3,24682,192.41.162.30,53,2,937,CON,2,1526351822,3768,0.169106,0.169106,0,0.169106,0.169106,0.169106,1,1,91,846,5.913451,0,0,48697,3746,190,8,142,122,9.49326,11.8287,4,74,11.8269,9.49326,8,122,0,Normal,Normal
3577339,1526351822,e,1,udp,3,192.168.100.3,11491,192.41.162.30,53,2,937,CON,2,1526351822,3769,0.169014,0.169014,0,0.169014,0.169014,0.169014,1,1,91,846,5.916669,0,0,48697,3746,190,8,142,122,9.49326,11.8287,4,74,11.8333,9.49326,8,122,0,Normal,Normal
3577340,1526351822,e,1,udp,3,192.168.100.3,28397,156.154.101.3,53,2,981,CON,2,1526351822,3770,0.011309,0.011309,0,0.011309,0.011309,0.011309,1,1,94,887,88.425148,0,0,48697,1962,190,4,142,122,9.49326,173.77,2,74,176.85,9.49326,4,122,0,Normal,Normal
3577341,1526351822,e,1,udp,3,192.168.100.3,45138,156.154.101.3,53,2,981,CON,2,1526351822,3771,0.01171,0.01171,0,0.01171,0.01171,0.01171,1,1,94,887,85.397095,0,0,48697,1962,190,4,142,122,9.49326,173.77,2,74,170.794,9.49326,4,122,0,Normal,Normal
3577342,1526351822,e,1,udp,3,192.168.100.3,13875,205.251.197.206,53,2,474,CON,2,1526351822,3776,0.01041,0.01041,0,0.01041,0.01041,0.01041,1,1,94,380,96.061485,0,0,48697,960,190,4,142,122,9.49326,196.358,2,74,192.123,9.49326,4,122,0,Normal,Normal
3577343,1526351822,e,1,udp,3,192.168.100.3,8005,205.251.197.206,53,2,486,CON,2,1526351822,3778,0.009961,0.009961,0,0.009961,0.009961,0.009961,1,1,94,392,100.391533,0,0,48697,960,190,4,142,122,9.49326,196.358,2,74,200.783,9.49326,4,122,0,Normal,Normal
3577344,1526351822,e,1,udp,3,192.168.100.3,13863,205.251.192.170,53,2,482,CON,2,1526351822,3779,0.302959,0.302959,0,0.302959,0.302959,0.302959,1,1,92,390,3.300777,0,0,48697,952,190,4,142,122,9.49326,6.46615,2,74,6.60155,9.49326,4,122,0,Normal,Normal
3577345,1526351822,e,1,udp,3,192.168.100.3,19572,205.251.192.170,53,2,470,CON,2,1526351822,3780,0.315647,0.315647,0,0.315647,0.315647,0.315647,1,1,92,378,3.168096,0,0,48697,952,190,4,142,122,9.49326,6.46615,2,74,6.33619,9.49326,4,122,0,Normal,Normal
3577346,1526351822,e,1,udp,3,192.168.100.3,45054,205.251.195.59,53,2,468,CON,2,1526351822,3783,0.29369,0.29369,0,0.29369,0.29369,0.29369,1,1,91,377,3.404951,0,0,48697,948,190,4,142,122,9.49326,6.92517,2,74,6.8099,9.49326,4,122,0,Normal,Normal
3577347,1526351822,e,1,udp,3,192.168.100.3,52681,205.251.195.59,53,2,480,CON,2,1526351823,3784,0.283913,0.283913,0,0.283913,0.283913,0.283913,1,1,91,389,3.522206,0,0,48697,948,190,4,142,122,9.49326,6.92517,2,74,7.04441,9.49326,4,122,0,Normal,Normal
3577348,1526351822,e,1,udp,3,192.168.100.3,13907,205.251.198.91,53,2,405,CON,2,1526351823,3785,0.345979,0.345979,0,0.345979,0.345979,0.345979,1,1,111,294,2.890349,0,0,48697,1596,190,8,142,122,9.49326,5.76083,4,74,5.7807,9.49326,8,122,0,Normal,Normal
3577349,1526351822,e,1,udp,3,192.168.100.3,37002,205.251.198.91,53,2,405,CON,2,1526351823,3786,0.347323,0.347323,0,0.347323,0.347323,0.347323,1,1,111,294,2.879164,0,0,48697,1596,190,8,142,122,9.49326,5.76083,4,74,5.75833,9.49326,8,122,0,Normal,Normal
3577350,1526351822,e,1,udp,3,192.168.100.3,26098,205.251.198.91,53,2,393,CON,2,1526351823,3787,0.342272,0.342272,0,0.342272,0.342272,0.342272,1,1,108,285,2.921653,0,0,48697,1596,190,8,142,122,9.49326,5.76083,4,74,5.84331,9.49326,8,122,0,Normal,Normal
3577351,1526351822,e,1,udp,3,192.168.100.3,11550,205.251.198.91,53,2,393,CON,2,1526351823,3788,0.353115,0.353115,0,0.353115,0.353115,0.353115,1,1,108,285,2.831939,0,0,48697,1596,190,8,142,122,9.49326,5.76083,4,74,5.66388,9.49326,8,122,0,Normal,Normal
3577352,1526351822,e,1,udp,3,192.168.100.3,60668,205.251.194.84,53,2,479,CON,2,1526351823,3789,0.284523,0.284523,0,0.284523,0.284523,0.284523,1,1,91,388,3.514654,0,0,48697,946,190,4,142,122,9.49326,7.03766,2,74,7.02931,9.49326,4,122,0,Normal,Normal
3577353,1526351822,e,1,udp,3,192.168.100.3,39514,205.251.194.84,53,2,467,CON,2,1526351823,3790,0.283848,0.283848,0,0.283848,0.283848,0.283848,1,1,91,376,3.523012,0,0,48697,946,190,4,142,122,9.49326,7.03766,2,74,7.04602,9.49326,4,122,0,Normal,Normal
3577354,1526351823,e,1,udp,3,192.168.100.3,61030,192.26.92.30,53,2,854,CON,2,1526351823,3798,0.288069,0.288069,0,0.288069,0.288069,0.288069,1,1,100,754,3.47139,0,0,48697,1708,190,4,142,122,9.49326,7.04171,2,74,6.94278,9.49326,4,122,0,Normal,Normal
3577355,1526351824,e,1,udp,3,192.168.100.3,1031,192.26.92.30,53,2,854,CON,2,1526351824,3806,0.279975,0.279975,0,0.279975,0.279975,0.279975,1,1,100,754,3.571748,0,0,48697,1708,190,4,142,122,9.49326,7.04171,2,74,7.1435,9.49326,4,122,0,Normal,Normal
3577356,1526351824,e,1,udp,3,192.168.100.3,56446,192.52.178.30,53,2,854,CON,2,1526351824,3807,0.167859,0.167859,0,0.167859,0.167859,0.167859,1,1,100,754,5.957381,0,0,48697,854,190,2,142,122,9.49326,11.9148,1,74,11.9148,9.49326,2,122,0,Normal,Normal
3577357,1526351824,e,1,udp,3,192.168.100.3,36242,205.251.194.102,53,2,397,CON,2,1526351825,3808,0.293476,0.293476,0,0.293476,0.293476,0.293476,1,1,106,291,3.407434,0,0,48697,694,190,4,142,122,9.49326,6.83201,2,74,6.81487,9.49326,4,122,0,Normal,Normal
3577358,1526351825,e,1,udp,3,192.168.100.3,63574,205.251.194.102,53,2,297,CON,2,1526351825,3809,0.292003,0.292003,0,0.292003,0.292003,0.292003,1,1,106,191,3.424622,0,0,48697,694,190,4,142,122,9.49326,6.83201,2,74,6.84924,9.49326,4,122,0,Normal,Normal
3577359,1526351825,e,1,udp,3,192.168.100.3,59485,205.251.194.154,53,2,337,CON,2,1526351825,3815,0.277896,0.277896,0,0.277896,0.277896,0.277896,1,1,100,237,3.598469,0,0,48697,337,190,2,142,122,9.49326,7.19694,1,74,7.19694,9.49326,2,122,0,Normal,Normal
3577360,1526351825,e,1,udp,3,192.168.100.3,20844,192.31.80.30,53,2,936,CON,2,1526351825,3816,0.280742,0.280742,0,0.280742,0.280742,0.280742,1,1,91,845,3.56199,0,0,48697,1872,190,4,142,122,9.49326,7.12689,2,74,7.12398,9.49326,4,122,0,Normal,Normal
3577361,1526351825,e,1,udp,3,192.168.100.3,31102,192.31.80.30,53,2,936,CON,2,1526351825,3817,0.280513,0.280513,0,0.280513,0.280513,0.280513,1,1,91,845,3.564897,0,0,48697,1872,190,4,142,122,9.49326,7.12689,2,74,7.12979,9.49326,4,122,0,Normal,Normal
3668444,1529283913,e,1,arp,2,192.168.100.149,-1,192.168.100.6,-1,26,1560,CON,2,1529285076,10,1162.980103,0.000121,0.000027,0.001569,0.000082,0.000164,13,13,780,780,0.021496,0.010318,0.010318,2880,1560,48,26,54,54,0.0223564,0.0223564,1,12,0.0176528,0.0176528,26,26,1,Theft,Data_Exfiltration
3668445,1529284204,e,1,tcp,1,192.168.100.150,36682,192.168.100.3,22,28,5098,FIN,6,1529284204,30,0.489598,0.489598,0,0.489598,0.489598,0.489598,13,15,1640,3458,55.147282,24.509903,28.594887,40460,39140,259,237,395,215,11.9783,10.8675,8,19,57.1898,10.8675,215,215,1,Theft,Data_Exfiltration
3668446,1529284204,e,1,tcp,1,192.168.100.150,36684,192.168.100.3,22,31,5472,FIN,6,1529284208,31,3.207045,3.207045,0,3.207045,3.207045,3.207045,14,17,1802,3670,9.354405,4.053576,4.989016,40460,39140,259,237,395,215,11.9783,10.8675,8,19,9.66622,10.8675,215,215,1,Theft,Data_Exfiltration
3668447,1529284204,e,1,tcp,1,192.168.100.150,36686,192.168.100.3,22,32,5538,FIN,6,1529284207,32,2.738534,2.738534,0,2.738534,2.738534,2.738534,15,17,1868,3670,11.319925,5.112224,5.842542,40460,39140,259,237,395,215,11.9783,10.8675,8,19,11.6851,10.8675,215,215,1,Theft,Data_Exfiltration
3668448,1529284204,e,1,tcp,1,192.168.100.150,36688,192.168.100.3,22,31,5472,FIN,6,1529284207,33,2.73911,2.73911,0,2.73911,2.73911,2.73911,14,17,1802,3670,10.952463,4.746067,5.841313,40460,39140,259,237,395,215,11.9783,10.8675,8,19,11.3175,10.8675,215,215,1,Theft,Data_Exfiltration
3668449,1529284204,e,1,tcp,1,192.168.100.150,36690,192.168.100.3,22,32,5538,FIN,6,1529284207,34,2.740962,2.740962,0,2.740962,2.740962,2.740962,15,17,1868,3670,11.309897,5.107696,5.837367,40460,39140,259,237,395,215,11.9783,10.8675,8,19,11.6747,10.8675,215,215,1,Theft,Data_Exfiltration
3668450,1529380744,e,1,tcp,1,192.168.100.3,54766,192.168.100.149,4433,2,134,RST,1,1529380744,8,0.00011,0.00011,0,0.00011,0.00011,0.00011,1,1,74,60,9090.90918,0,0,6658,3082,100,46,395,94,13310.7,13621.6,23,48,18181.8,13310.7,46,94,1,Theft,Keylogging
3668451,1529380745,e,1,tcp,1,192.168.100.3,42954,192.168.100.150,4433,2,134,RST,1,1529380745,9,0.000112,0.000112,0,0.000112,0.000112,0.000112,1,1,74,60,8928.571289,0,0,6658,3576,100,54,395,94,13310.7,13025.8,25,48,17857.1,13310.7,48,94,1,Theft,Keylogging
3668452,1529380746,e,1,tcp,1,192.168.100.3,54768,192.168.100.149,4433,2,134,RST,1,1529380746,12,0.000109,0.000109,0,0.000109,0.000109,0.000109,1,1,74,60,9174.311523,0,0,6658,3082,100,46,395,94,13310.7,13621.6,23,48,18348.6,13310.7,46,94,1,Theft,Keylogging
3668453,1529380747,e,1,tcp,1,192.168.100.3,42956,192.168.100.150,4433,2,134,RST,1,1529380747,13,0.00016,0.00016,0,0.00016,0.00016,0.00016,1,1,74,60,6250,0,0,6658,3576,100,54,395,94,13310.7,13025.8,25,48,12500,13310.7,48,94,1,Theft,Keylogging
3668454,1529380748,e,1,tcp,1,192.168.100.3,54770,192.168.100.149,4433,2,134,RST,1,1529380748,14,0.000136,0.000136,0,0.000136,0.000136,0.000136,1,1,74,60,7352.940918,0,0,6658,3082,100,46,395,94,13310.7,13621.6,23,48,14705.9,13310.7,46,94,1,Theft,Keylogging
3668455,1529380749,e,1,tcp,1,192.168.100.3,42958,192.168.100.150,4433,2,134,RST,1,1529380749,15,0.000143,0.000143,0,0.000143,0.000143,0.000143,1,1,74,60,6993.007324,0,0,6658,3576,100,54,395,94,13310.7,13025.8,25,48,13986,13310.7,48,94,1,Theft,Keylogging
3668456,1529380750,e,1,arp,2,192.168.100.3,-1,192.168.100.150,-1,6,360,CON,2,1529381600,16,850.002686,0.000139,0.000079,0.000417,0.000051,0.000243,3,3,180,180,0.005882,0.002353,0.002353,6658,3576,100,54,54,54,0.0070588,0.0070588,25,48,0.0176528,0.0176528,6,6,1,Theft,Keylogging
3668457,1529380750,e,1,tcp,1,192.168.100.3,54772,192.168.100.149,4433,2,134,RST,1,1529380750,17,0.000113,0.000113,0,0.000113,0.000113,0.000113,1,1,74,60,8849.557617,0,0,6658,3082,100,46,395,94,13310.7,13621.6,23,48,17699.1,13310.7,46,94,1,Theft,Keylogging
3668458,1529380751,e,1,tcp,1,192.168.100.3,42960,192.168.100.150,4433,2,134,RST,1,1529380751,18,0.000155,0.000155,0,0.000155,0.000155,0.000155,1,1,74,60,6451.612793,0,0,6658,3576,100,54,395,94,13310.7,13025.8,25,48,12903.2,13310.7,48,94,1,Theft,Keylogging
3668459,1529380752,e,1,tcp,1,192.168.100.3,54774,192.168.100.149,4433,2,134,RST,1,1529380752,20,0.000145,0.000145,0,0.000145,0.000145,0.000145,1,1,74,60,6896.551758,0,0,6658,3082,100,46,395,94,13310.7,13621.6,23,48,13793.1,13310.7,46,94,1,Theft,Keylogging
3668460,1529380753,e,1,tcp,1,192.168.100.3,42962,192.168.100.150,4433,2,134,RST,1,1529380753,21,0.000098,0.000098,0,0.000098,0.000098,0.000098,1,1,74,60,10204.08203,0,0,6658,3576,100,54,395,94,13310.7,13025.8,25,48,20408.2,13310.7,48,94,1,Theft,Keylogging
3668461,1529380754,e,1,tcp,1,192.168.100.3,54776,192.168.100.149,4433,2,134,RST,1,1529380754,22,0.00012,0.00012,0,0.00012,0.00012,0.00012,1,1,74,60,8333.333984,0,0,6658,3082,100,46,395,94,13310.7,13621.6,23,48,16666.7,13310.7,46,94,1,Theft,Keylogging
3668462,1529380755,e,1,tcp,1,192.168.100.3,42964,192.168.100.150,4433,2,134,RST,1,1529380755,23,0.000143,0.000143,0,0.000143,0.000143,0.000143,1,1,74,60,6993.007324,0,0,6658,3576,100,54,395,94,13310.7,13025.8,25,48,13986,13310.7,48,94,1,Theft,Keylogging
3668463,1529380756,e,1,tcp,1,192.168.100.3,54778,192.168.100.149,4433,2,134,RST,1,1529380756,24,0.000177,0.000177,0,0.000177,0.000177,0.000177,1,1,74,60,5649.717773,0,0,6658,3082,100,46,395,94,13310.7,13621.6,23,48,11299.4,13310.7,46,94,1,Theft,Keylogging
3668464,1529380757,e,1,tcp,1,192.168.100.3,42966,192.168.100.150,4433,2,134,RST,1,1529380757,25,0.000159,0.000159,0,0.000159,0.000159,0.000159,1,1,74,60,6289.308105,0,0,6658,3576,100,54,395,94,13310.7,13025.8,25,48,12578.6,13310.7,48,94,1,Theft,Keylogging
3668465,1529380758,e,1,tcp,1,192.168.100.3,54780,192.168.100.149,4433,2,134,RST,1,1529380758,26,0.000145,0.000145,0,0.000145,0.000145,0.000145,1,1,74,60,6896.551758,0,0,6658,3082,100,46,395,94,13310.7,13621.6,23,48,13793.1,13310.7,46,94,1,Theft,Keylogging
3668466,1529380759,e,1,tcp,1,192.168.100.3,42968,192.168.100.150,4433,2,134,RST,1,1529380759,27,0.000199,0.000199,0,0.000199,0.000199,0.000199,1,1,74,60,5025.125488,0,0,6658,3576,100,54,395,94,13310.7,13025.8,25,48,10050.3,13310.7,48,94,1,Theft,Keylogging
3668467,1529380760,e,1,tcp,1,192.168.100.3,54782,192.168.100.149,4433,2,134,RST,1,1529380760,28,0.000196,0.000196,0,0.000196,0.000196,0.000196,1,1,74,60,5102.041016,0,0,6658,3082,100,46,395,94,13310.7,13621.6,23,48,10204.1,13310.7,46,94,1,Theft,Keylogging
3668468,1529380761,e,1,tcp,1,192.168.100.3,42970,192.168.100.150,4433,2,134,RST,1,1529380761,29,0.000172,0.000172,0,0.000172,0.000172,0.000172,1,1,74,60,5813.953613,0,0,6658,3576,100,54,395,94,13310.7,13025.8,25,48,11627.9,13310.7,48,94,1,Theft,Keylogging
3668469,1529380762,e,1,arp,2,192.168.100.150,-1,192.168.100.3,-1,22,1320,CON,2,1529381808,31,1046.019043,0.000047,0.000028,0.000518,0.000002,0.000108,11,11,660,660,0.020076,0.00956,0.00956,40460,39140,259,237,54,54,0.0210321,0.0210321,8,19,0.0176528,0.0176528,22,22,1,Theft,Keylogging
3668470,1529380762,e,1,tcp,1,192.168.100.3,54784,192.168.100.149,4433,2,134,RST,1,1529380762,32,0.000166,0.000166,0,0.000166,0.000166,0.000166,1,1,74,60,6024.09668,0,0,6658,3082,100,46,395,94,13310.7,13621.6,23,48,12048.2,13310.7,46,94,1,Theft,Keylogging
3668471,1529380763,e,1,tcp,1,192.168.100.3,42972,192.168.100.150,4433,2,134,RST,1,1529380763,33,0.000114,0.000114,0,0.000114,0.000114,0.000114,1,1,74,60,8771.929688,0,0,6658,3576,100,54,395,94,13310.7,13025.8,25,48,17543.9,13310.7,48,94,1,Theft,Keylogging
3668472,1529380764,e,1,tcp,1,192.168.100.3,54786,192.168.100.149,4433,2,134,RST,1,1529380764,34,0.000169,0.000169,0,0.000169,0.000169,0.000169,1,1,74,60,5917.159668,0,0,6658,3082,100,46,395,94,13310.7,13621.6,23,48,11834.3,13310.7,46,94,1,Theft,Keylogging
3668473,1529380765,e,1,tcp,1,192.168.100.3,42974,192.168.100.150,4433,2,134,RST,1,1529380765,35,0.000185,0.000185,0,0.000185,0.000185,0.000185,1,1,74,60,5405.405273,0,0,6658,3576,100,54,395,94,13310.7,13025.8,25,48,10810.8,13310.7,48,94,1,Theft,Keylogging
3668474,1529380766,e,1,tcp,1,192.168.100.3,54788,192.168.100.149,4433,2,134,RST,1,1529380766,36,0.00013,0.00013,0,0.00013,0.00013,0.00013,1,1,74,60,7692.307617,0,0,6658,3082,100,46,395,94,13310.7,13621.6,23,48,15384.6,13310.7,46,94,1,Theft,Keylogging
3668475,1529380767,e,1,tcp,1,192.168.100.3,42976,192.168.100.150,4433,2,134,RST,1,1529380767,37,0.00015,0.00015,0,0.00015,0.00015,0.00015,1,1,74,60,6666.666504,0,0,6658,3576,100,54,395,94,13310.7,13025.8,25,48,13333.3,13310.7,48,94,1,Theft,Keylogging
3668476,1529380768,e,1,tcp,1,192.168.100.3,54790,192.168.100.149,4433,2,134,RST,1,1529380768,38,0.000115,0.000115,0,0.000115,0.000115,0.000115,1,1,74,60,8695.652344,0,0,6658,3082,100,46,395,94,13310.7,13621.6,23,48,17391.3,13310.7,46,94,1,Theft,Keylogging
3668477,1529380769,e,1,tcp,1,192.168.100.3,42978,192.168.100.150,4433,2,134,RST,1,1529380769,39,0.000144,0.000144,0,0.000144,0.000144,0.000144,1,1,74,60,6944.444336,0,0,6658,3576,100,54,395,94,13310.7,13025.8,25,48,13888.9,13310.7,48,94,1,Theft,Keylogging
3668478,1529380770,e,1,tcp,1,192.168.100.3,42979,192.168.100.150,4433,2,134,RST,1,1529380770,40,0.000198,0.000198,0,0.000198,0.000198,0.000198,1,1,74,60,5050.505371,0,0,6658,3576,100,54,395,94,13310.7,13025.8,25,48,10101,13310.7,48,94,1,Theft,Keylogging
3668479,1529380770,e,1,tcp,1,192.168.100.3,54793,192.168.100.149,4433,2,134,RST,1,1529380770,41,0.00013,0.00013,0,0.00013,0.00013,0.00013,1,1,74,60,7692.307617,0,0,6658,3082,100,46,395,94,13310.7,13621.6,23,48,15384.6,13310.7,46,94,1,Theft,Keylogging
3668480,1529380772,e,1,tcp,1,192.168.100.3,42981,192.168.100.150,4433,2,134,RST,1,1529380772,42,0.000119,0.000119,0,0.000119,0.000119,0.000119,1,1,74,60,8403.361328,0,0,6658,3576,100,54,395,94,13310.7,13025.8,25,48,16806.7,13310.7,48,94,1,Theft,Keylogging
3668481,1529380772,e,1,tcp,1,192.168.100.3,54795,192.168.100.149,4433,2,134,RST,1,1529380772,43,0.000178,0.000178,0,0.000178,0.000178,0.000178,1,1,74,60,5617.977539,0,0,6658,3082,100,46,395,94,13310.7,13621.6,23,48,11236,13310.7,46,94,1,Theft,Keylogging
3668482,1529380774,e,1,tcp,1,192.168.100.3,42983,192.168.100.150,4433,2,134,RST,1,1529380774,44,0.000156,0.000156,0,0.000156,0.000156,0.000156,1,1,74,60,6410.256836,0,0,6658,3576,100,54,395,94,13310.7,13025.8,25,48,12820.5,13310.7,48,94,1,Theft,Keylogging
3668483,1529380774,e,1,tcp,1,192.168.100.3,54797,192.168.100.149,4433,2,134,RST,1,1529380774,45,0.000151,0.000151,0,0.000151,0.000151,0.000151,1,1,74,60,6622.516602,0,0,6658,3082,100,46,395,94,13310.7,13621.6,23,48,13245,13310.7,46,94,1,Theft,Keylogging
3668484,1529380776,e,1,tcp,1,192.168.100.3,42985,192.168.100.150,4433,2,134,RST,1,1529380776,47,0.000218,0.000218,0,0.000218,0.000218,0.000218,1,1,74,60,4587.155762,0,0,6658,3576,100,54,395,94,13310.7,13025.8,25,48,9174.31,13310.7,48,94,1,Theft,Keylogging
3668485,1529380776,e,1,tcp,1,192.168.100.3,54799,192.168.100.149,4433,2,134,RST,1,1529380776,48,0.000218,0.000218,0,0.000218,0.000218,0.000218,1,1,74,60,4587.155762,0,0,6658,3082,100,46,395,94,13310.7,13621.6,23,48,9174.31,13310.7,46,94,1,Theft,Keylogging
3668486,1529380778,e,1,tcp,1,192.168.100.3,42987,192.168.100.150,4433,2,134,RST,1,1529380778,49,0.000205,0.000205,0,0.000205,0.000205,0.000205,1,1,74,60,4878.048828,0,0,6658,3576,100,54,395,94,13310.7,13025.8,25,48,9756.1,13310.7,48,94,1,Theft,Keylogging
3668487,1529380778,e,1,tcp,1,192.168.100.3,54801,192.168.100.149,4433,2,134,RST,1,1529380778,50,0.000164,0.000164,0,0.000164,0.000164,0.000164,1,1,74,60,6097.561035,0,0,6658,3082,100,46,395,94,13310.7,13621.6,23,48,12195.1,13310.7,46,94,1,Theft,Keylogging
3668488,1529380780,e,1,tcp,1,192.168.100.3,42989,192.168.100.150,4433,2,134,RST,1,1529380780,51,0.000211,0.000211,0,0.000211,0.000211,0.000211,1,1,74,60,4739.336426,0,0,6658,3576,100,54,395,94,13310.7,13025.8,25,48,9478.67,13310.7,48,94,1,Theft,Keylogging
3668489,1529380780,e,1,tcp,1,192.168.100.3,54803,192.168.100.149,4433,2,134,RST,1,1529380780,52,0.000136,0.000136,0,0.000136,0.000136,0.000136,1,1,74,60,7352.940918,0,0,6658,3082,100,46,395,94,13310.7,13621.6,23,48,14705.9,13310.7,46,94,1,Theft,Keylogging
3668490,1529380782,e,1,tcp,1,192.168.100.3,42991,192.168.100.150,4433,2,134,RST,1,1529380782,53,0.000129,0.000129,0,0.000129,0.000129,0.000129,1,1,74,60,7751.938477,0,0,6658,3576,100,54,395,94,13310.7,13025.8,25,48,15503.9,13310.7,48,94,1,Theft,Keylogging
3668491,1529380782,e,1,tcp,1,192.168.100.3,54805,192.168.100.149,4433,2,134,RST,1,1529380782,54,0.000133,0.000133,0,0.000133,0.000133,0.000133,1,1,74,60,7518.797363,0,0,6658,3082,100,46,395,94,13310.7,13621.6,23,48,15037.6,13310.7,46,94,1,Theft,Keylogging
3668492,1529380784,e,1,tcp,1,192.168.100.3,42993,192.168.100.150,4433,2,134,RST,1,1529380784,55,0.000145,0.000145,0,0.000145,0.000145,0.000145,1,1,74,60,6896.551758,0,0,6658,3576,100,54,395,94,13310.7,13025.8,25,48,13793.1,13310.7,48,94,1,Theft,Keylogging
3668493,1529380784,e,1,tcp,1,192.168.100.3,54807,192.168.100.149,4433,2,134,RST,1,1529380784,56,0.000148,0.000148,0,0.000148,0.000148,0.000148,1,1,74,60,6756.756348,0,0,6658,3082,100,46,395,94,13310.7,13621.6,23,48,13513.5,13310.7,46,94,1,Theft,Keylogging
3668494,1529380786,e,1,tcp,1,192.168.100.3,42995,192.168.100.150,4433,2,134,RST,1,1529380786,57,0.000147,0.000147,0,0.000147,0.000147,0.000147,1,1,74,60,6802.721191,0,0,6658,3576,100,54,395,94,13310.7,13025.8,25,48,13605.4,13310.7,48,94,1,Theft,Keylogging
3668495,1529380786,e,1,tcp,1,192.168.100.3,54809,192.168.100.149,4433,2,134,RST,1,1529380786,58,0.000147,0.000147,0,0.000147,0.000147,0.000147,1,1,74,60,6802.721191,0,0,6658,3082,100,46,395,94,13310.7,13621.6,23,48,13605.4,13310.7,46,94,1,Theft,Keylogging
3668496,1529380787,e,1,tcp,1,192.168.100.150,35028,192.168.100.3,22,29,5164,FIN,6,1529380791,59,4.438785,4.438785,0,4.438785,4.438785,4.438785,13,16,1640,3524,6.308033,2.703442,3.379303,40460,39140,259,237,395,215,11.9783,10.8675,8,19,6.53332,10.8675,215,215,1,Theft,Keylogging
3668497,1529380788,e,1,tcp,1,192.168.100.3,42997,192.168.100.150,4433,2,134,RST,1,1529380788,60,0.000137,0.000137,0,0.000137,0.000137,0.000137,1,1,74,60,7299.270508,0,0,6658,3576,100,54,395,94,13310.7,13025.8,25,48,14598.5,13310.7,48,94,1,Theft,Keylogging
3668498,1529380788,e,1,tcp,1,192.168.100.3,54811,192.168.100.149,4433,2,134,RST,1,1529380788,61,0.000141,0.000141,0,0.000141,0.000141,0.000141,1,1,74,60,7092.19873,0,0,6658,3082,100,46,395,94,13310.7,13621.6,23,48,14184.4,13310.7,46,94,1,Theft,Keylogging
3668499,1529380790,e,1,tcp,1,192.168.100.3,42999,192.168.100.150,4433,2,134,RST,1,1529380790,62,0.000086,0.000086,0,0.000086,0.000086,0.000086,1,1,74,60,11627.90723,0,0,6658,3576,100,54,395,94,13310.7,13025.8,25,48,23255.8,13310.7,48,94,1,Theft,Keylogging
3668500,1529380790,e s,2,tcp,1,192.168.100.150,35030,192.168.100.3,22,32,5538,FIN,6,1529380794,63,3.42974,3.42974,0,3.42974,3.42974,3.42974,15,17,1868,3670,9.038587,4.081942,4.665077,40460,39140,259,237,395,215,11.9783,10.8675,8,19,9.33015,10.8675,215,215,1,Theft,Keylogging
3668501,1529380790,e,1,tcp,1,192.168.100.150,35032,192.168.100.3,22,31,5472,FIN,6,1529380794,64,3.426419,3.426419,0,3.426419,3.426419,3.426419,14,17,1802,3670,8.755497,3.794049,4.669598,79240,79240,471,471,475,471,9.88933,9.88933,19,19,9.04735,9.88933,441,441,1,Theft,Keylogging
